CPF-Source-ID-Anchor	CPF-Type	CPF-Relation-Type	CPF-Source-ID-Target	RD-Type	RD-Relation-Type	RD-Source-ID
9252-Archives_Orn86.c01				ArchivalResource	creatorOf	9252-Archives_Orn86.xml
9252-Archives_Orn86.c02				ArchivalResource	creatorOf	9252-Archives_Orn86.xml
9252-Archives_Orn86.c03				ArchivalResource	creatorOf	9252-Archives_Orn86.xml
9294-Archives_Orn109.r001	corporateBody	associatedWith	9294-Archives_Orn109.c01	ArchivalResource	referencedIn	9294-Archives_Orn109.xml
	corporateBody	associatedWith	9294-Archives_Orn109.c02
9294-Archives_Orn109.c01	person	associatedWith	9294-Archives_Orn109.r001	ArchivalResource	creatorOf	9294-Archives_Orn109.xml
	corporateBody	associatedWith	9294-Archives_Orn109.c02
9294-Archives_Orn109.c02	person	associatedWith	9294-Archives_Orn109.r001	ArchivalResource	creatorOf	9294-Archives_Orn109.xml
	corporateBody	associatedWith	9294-Archives_Orn109.c01
9356-Archives_Orn187.c01				ArchivalResource	creatorOf	9356-Archives_Orn187.xml
9176-Archives_Orn27.c01				ArchivalResource	creatorOf	9176-Archives_Orn27.xml
9261-Archives_Orn80.c01				ArchivalResource	creatorOf	9261-Archives_Orn80.xml
9351-Archives_Orn183.c01				ArchivalResource	creatorOf	9351-Archives_Orn183.xml
9177-Archives_Orn28.c01				ArchivalResource	creatorOf	9177-Archives_Orn28.xml
9354-Archives_Orn185.c01				ArchivalResource	creatorOf	9354-Archives_Orn185.xml
9354-Archives_Orn185.c02				ArchivalResource	creatorOf	9354-Archives_Orn185.xml
9350-Archives_Orn182.c01				ArchivalResource	creatorOf	9350-Archives_Orn182.xml
9250-Archives_Orn66.c01				ArchivalResource	creatorOf	9250-Archives_Orn66.xml
9159-Archives_Orn11.c01				ArchivalResource	creatorOf	9159-Archives_Orn11.xml
9180-Archives_Orn32.c01	corporateBody	associatedWith	9180-Archives_Orn32.r001	ArchivalResource	creatorOf	9180-Archives_Orn32.xml
9180-Archives_Orn32.r001	corporateBody	associatedWith	9180-Archives_Orn32.c01	ArchivalResource	referencedIn	9180-Archives_Orn32.xml
8523-Archives_Orn60.c01	person	associatedWith	8523-Archives_Orn60.c02	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c02	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c03	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c04	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c05	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c06	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c07	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c08	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c09	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c10	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c11
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c11	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c12
	person	associatedWith	8523-Archives_Orn60.c13
	person	associatedWith	8523-Archives_Orn60.r001
	corporateBody	associatedWith	8523-Archives_Orn60.c14
	corporateBody	associatedWith	8523-Archives_Orn60.c15
	corporateBody	associatedWith	8523-Archives_Orn60.r002
8523-Archives_Orn60.c12	person	associatedWith	8523-Archives_Orn60.c01	ArchivalResource	creatorOf	8523-Archives_Orn60.xml
	person	associatedWith	8523-Archives_Orn60.c02
	person	associatedWith	8523-Archives_Orn60.c03
	person	associatedWith	8523-Archives_Orn60.c04
	person	associatedWith	8523-Archives_Orn60.c05
	person	associatedWith	8523-Archives_Orn60.c06
	person	associatedWith	8523-Archives_Orn60.c07
	person	associatedWith	8523-Archives_Orn60.c08
	person	associatedWith	8523-Archives_Orn60.c09
	person	associatedWith	8523-Archives_Orn60.c10
	person	associatedWith	8523-Archives_Orn60.c11
